ID,Practice,RT,ACC,Congruency,Coherence
12,0,749.100000008941,1,0,0.3
12,0,920,1,1,0.6
12,0,677.40000000596,1,1,0.6
12,0,785.59999999404,1,0,0.2
12,0,658.399999991059,1,1,0.6
12,0,711.899999991059,1,0,0.2
12,0,611.40000000596,1,1,0.3
12,0,699.09999999404,1,0,0.6
12,0,643,1,1,0.2
12,0,746,1,0,0.2
12,0,845.399999991059,1,1,0.9
12,0,534.59999999404,1,0,0.9
12,0,503.59999999404,0,1,0.9
12,0,745.100000008941,1,0,0.9
12,0,529.90000000596,1,0,0.9
12,0,525.90000000596,1,0,0.9
12,0,515.09999999404,0,1,0.9
12,0,1382,0,1,0.2
12,0,731.899999991059,1,0,0.2
12,0,580.100000008941,1,0,0.6
12,0,522.59999999404,1,0,0.6
12,0,591.79999999702,1,0,0.2
12,0,787.5,1,0,0.2
12,0,991.29999999702,1,1,0.2
12,0,691.29999999702,1,1,0.2
12,0,653.100000008941,1,0,0.3
12,0,714.300000011921,0,1,0.2
12,0,760,1,0,0.2
12,0,635.699999988079,1,0,0.3
12,0,1705,0,1,0.6
12,0,2097.90000000596,1,0,0.9
12,0,1091.09999999404,1,1,0.6
12,0,1508.60000000894,1,1,0.3
12,0,845.20000000298,1,1,0.2
12,0,1015.79999999702,1,0,0.6
12,0,757.899999991059,1,1,0.6
12,0,550.79999999702,1,1,0.3
12,0,920.399999991059,1,1,0.3
12,0,520.79999999702,1,1,0.3
12,0,544.600000008941,1,0,0.9
12,0,742.59999999404,1,1,0.9
12,0,623.100000008941,1,0,0.3
12,0,605.600000008941,1,1,0.3
12,0,512,1,0,0.3
12,0,522.199999988079,1,0,0.3
12,0,519.70000000298,1,1,0.9
12,0,475.899999991059,1,1,0.9
12,0,1170,1,0,0.9
12,0,657.79999999702,1,1,0.2
12,0,575.40000000596,1,0,0.3
12,0,565,1,0,0.3
12,0,1013.5,1,1,0.9
12,0,788.29999999702,1,0,0.2
12,0,774.09999999404,1,1,0.6
12,0,892.09999999404,1,0,0.6
12,0,762.70000000298,1,1,0.2
12,0,567.70000000298,1,0,0.6
12,0,819.5,1,1,0.9
12,0,564.59999999404,1,1,0.3
12,0,548.600000008941,1,0,0.6
12,0,569.09999999404,1,0,0.9
12,0,576.70000000298,1,1,0.3
12,0,567.90000000596,1,0,0.6
12,0,512.899999991059,1,1,0.6
12,0,504.5,1,1,0.3
12,0,524,1,1,0.9
12,0,585.5,1,0,0.2
12,0,522.79999999702,1,0,0.9
12,0,548.399999991059,1,0,0.6
12,0,498.5,1,0,0.9
12,0,498.40000000596,1,0,0.6
12,0,377.399999991059,1,0,0.6
12,0,597.70000000298,1,0,0.9
12,0,878.5,1,1,0.2
12,0,476,1,0,0.6
12,0,655,1,1,0.2
12,0,668.70000000298,1,1,0.9
12,0,720.300000011921,0,0,0.3
12,0,573.699999988079,1,0,0.9
12,0,530.399999991059,1,0,0.3
12,0,460.20000000298,1,1,0.6
12,0,534.5,1,1,0.9
12,0,620.20000000298,1,1,0.3
12,0,740,1,0,0.2
12,0,1046.30000001192,1,1,0.9
12,0,704.40000000596,1,0,0.2
12,0,1546.39999999106,1,0,0.2
12,0,1296.59999999404,1,1,0.9
12,0,746.20000000298,1,0,0.3
12,0,595.79999999702,1,0,0.9
12,0,763.5,1,1,0.2
12,0,752.5,0,0,0.2
12,0,1450.5,1,0,0.2
12,0,1649.29999999702,1,1,0.3
12,0,910.79999999702,1,1,0.6
12,0,901,1,1,0.3
12,0,2460.5,1,1,0.6
12,0,910.20000000298,1,1,0.6
12,0,819.5,1,1,0.2
12,0,1637.20000000298,1,0,0.9
12,0,653.09999999404,0,0,0.2
12,0,594.20000000298,1,0,0.6
12,0,545.90000000596,1,0,0.9
12,0,639.600000008941,1,1,0.3
12,0,479.5,1,1,0.6
12,0,598.09999999404,1,1,0.6
12,0,675.20000000298,1,0,0.3
12,0,798.79999999702,0,1,0.2
12,0,943.70000000298,1,0,0.3
12,0,582.100000008941,1,1,0.6
12,0,524.70000000298,1,1,0.9
12,0,999.5,1,1,0.3
12,0,1772.79999999702,1,0,0.9
12,0,519,1,0,0.3
12,0,577.100000008941,1,1,0.9
12,0,648.59999999404,1,1,0.6
12,0,712.100000008941,1,1,0.2
12,0,784.29999999702,1,0,0.3
12,0,510.199999988079,1,1,0.9
12,0,862.79999999702,1,1,0.3
12,0,576.70000000298,0,1,0.2
12,0,1609,1,1,0.3
12,0,1866.59999999404,1,0,0.6
12,0,607.70000000298,1,0,0.3
12,0,700.40000000596,1,0,0.2
12,0,913.79999999702,1,0,0.6
12,0,723.399999991059,1,0,0.6
12,0,865.600000008941,1,1,0.2
12,0,585.100000000093,1,0,0.9
12,0,537.5,1,1,0.9
12,0,502.5,1,0,0.9
12,0,463,1,0,0.9
12,0,979.300000000047,1,0,0.2
12,0,662.300000000047,0,0,0.3
12,0,679,1,0,0.6
12,0,714.59999999986,1,1,0.9
12,0,578.40000000014,1,0,0.3
