588	0	0	0	
528	0	0	0	
483	0	0	0	
427	0	0	0	
412	0	0	0	
412	0	0	0	
404	0	0	0	
363	0	0	0	
381	0	0	0	
489	0	0	0	
537	0	0	0	
424	0	0	0	
402	0	0	0	
427	0	0	0	
505	0	0	0	
476	0	0	0	
552	0	0	1	
577	0	0	1	
491	0	0	1	
636	0	0	1	
551	0	0	1	
527	0	0	1	
556	0	0	1	
555	0	0	1	
512	0	0	1	
509	0	0	1	
466	0	0	1	
473	0	0	1	
639	0	0	1	
458	0	0	1	
534	0	0	1	
536	0	1	0	
521	0	1	0	
429	0	1	0	
510	0	1	0	
634	0	1	0	
629	0	1	0	
1357	0	1	0	
497	0	1	0	
531	0	1	0	
424	0	1	0	
570	0	1	0	
460	0	1	0	
432	0	1	0	
517	0	1	0	
520	0	1	0	
492	0	1	0	
1089	0	1	1	
622	0	1	1	
847	0	1	1	
591	0	1	1	
618	0	1	1	
554	0	1	1	
722	0	1	1	
582	0	1	1	
794	0	1	1	
673	0	1	1	
638	0	1	1	
794	0	1	1	
556	0	1	1	
636	0	1	1	
620	0	1	1	
539	0	1	1	
451	1	0	0	
728	1	0	0	
452	1	0	0	
577	1	0	0	
496	1	0	0	
506	1	0	0	
507	1	0	0	
431	1	0	0	
514	1	0	0	
414	1	0	0	
385	1	0	0	
467	1	0	0	
474	1	0	0	
480	1	0	0	
361	1	0	0	
431	1	0	0	
806	1	0	1	
528	1	0	1	
661	1	0	1	
627	1	0	1	
516	1	0	1	
431	1	0	1	
609	1	0	1	
376	1	0	1	
548	1	0	1	
446	1	0	1	
558	1	0	1	
534	1	0	1	
546	1	0	1	
432	1	0	1	
450	1	0	1	
634	1	1	0	
369	1	1	0	
508	1	1	0	
431	1	1	0	
416	1	1	0	
373	1	1	0	
384	1	1	0	
428	1	1	0	
439	1	1	0	
409	1	1	0	
423	1	1	0	
398	1	1	0	
452	1	1	0	
403	1	1	0	
417	1	1	0	
458	1	1	1	
431	1	1	1	
345	1	1	1	
545	1	1	1	
560	1	1	1	
528	1	1	1	
517	1	1	1	
570	1	1	1	
556	1	1	1	
462	1	1	1	
379	1	1	1	
395	1	1	1	
401	1	1	1	
385	1	1	1	
492	1	1	1	
505	1	1	1	
